Key,English,Russian
jz_WoodBranch,"Tree Branch","Ветка дерева"
jz_WoodSpoon,"Spoon","Ложка"
jz_WoodWhistle,"Whistle","Свисток"
jz_WoodSoldier,"Toy Soldier","Оловянный солдатик"
jz_StoneJunkDesc,"Old junk. If you cant find a use for it you can scrap it for Stones.","Старое барахло. Если вы не можете найти ему применение, вы можете разобрать его на камни."
jz_StoneCrackedAshTray,"Cracked Ash Tray","Треснувший поддон для золы"
jz_StoneStatue,"Small Statue","Маленькая статуя"
jz_StonePaperWeight,"Paper Weight","Плотность бумаги"
jz_StonePlate,"Chipped Plate","Сколотая пластина"
jz_BrassJunkDesc,"Old junk. If you cant find a use for it you can scrap it for Scrap Brass.","Старое барахло. Если вы не можете найти ему применение, вы можете разобрать его на металлолом."
jz_BrassCowBell,"Cow Bell","Колокольчик для коровы"
jz_BrassMonkey,"Toy Monkey","Игрушечная обезьяна"
jz_BrassHinge,"Hinge","Петля"
jz_LeadJunkDesc,"Old junk. If you cant find a use for it you can scrap it for Scrap Lead.","Старое барахло. Если вы не можете найти ему применение, вы можете разобрать его на металлолом."
jz_LeadSoldier,"Toy Soldier","Оловянный солдатик"
jz_LeadSolder,"Welding Solder","Сварка припоя"
jz_LeadMusketBalls,"Musket Balls","Мушкетные шары"
jz_IronJunkDesc,"Old junk. If you cant find a use for it you can scrap it for Scrap Iron.","Старое барахло. Если вы не можете найти ему применение, вы можете разобрать его на металлолом."
jz_IronHairSpray,"Hairy Spray Can","Спрей для волос"
jz_IronHinge,"Hinge","Петля"
jz_IronWeight,"Weights","Вес"
jz_IronPaperClips,"Paper Clips","Скрепки"
jz_IronSoldier,"Toy Soldier","Оловянный солдатик"
jz_IronScissors,"Scissors","Ножницы"
jz_HoneyCombDesc,"A fresh section of honeycomb dripping with honey.","Свежий кусок сот с медом."
jz_HoneyComb,"Honeycomb","Соты"
jz_PaperBookDesc,"An old ragged book with unreadable pages.","Старая оборванная книга с нечитаемыми страницами."
jz_PaperBook,"Old Book","Старая книга"
plankDesc,"A cut plank of wood.","Обрезная доска из дерева."
jz_Plank,"Plank","Доска"
ironSledgeHeadDesc,"A Sledge Hammer Head made from Iron.","Наконечник кувалды из железа."
jz_SledgeHead,"Iron Sledge Hammer Head","Наконечник железной кувалды"
handSawDesc,"A Rusty old Handsaw","Старая ржавая пила"
jz_HandSaw,"Handsaw","Ручная пила"
jz_SteelOreDesc,"Raw Steel Ore. Must be processed in a Steel Forge.","Необработанная стальная руда. Должна быть обработана в стальной кузнице."
jz_SteelOre,"Steel Ore","Стальная руда"
jz_CharcoalDesc,"Dusty old bag of Grilling Charcoal.","Старый пыльный мешок угля для гриля."
jz_Charcoal,"Charcoal","Древесный уголь"
jz_MoldyVeggiesDesc,"Old Rotten Vegetables. Not much use but can be scraped to Compost and used in Farming.","Старые гнилые овощи. Не очень полезен, но может быть разобран в компост и использован в сельском хозяйстве."
jz_MoldyVeggies,"Moldy Veggies","Заплесневелые овощи"
jz_MoldyFruitDesc,"Old Rotten Fruit. Not much use but can be scraped to Compost and used in Farming.","Старые гнилые фрукты. Не очень полезен, но может быть разобран в компост и использован в сельском хозяйстве."
jz_MoldyFruit,"Moldy Fruit","Заплесневелый фрукт"
jz_ScrapWireDesc,"Small length of usable Copper wiring","Немного полезной медной проволоки"
jz_ScrapWire,"Scrap Wire","Лом проволоки"
fireWoodDesc,"Dry cut Fire Wood treated with oils to burn much longer than normal wood.","Дрова, обработанные маслом, горят намного дольше, чем обычная древесина."
jz_FireWood,"Fire Wood","Дрова для костра"
jz_WheatDesc,"Dry Wheat Stocks. Not edible in this form but can be ground into Flour.","Запасы сухой пшеницы. В таком виде не съедобен, но может быть измельчен в муку."
jz_Wheat,"Wheat","Пшеница"
jointDesc,"A tightly rolled Cigarette with the sweet smell of Cannabis. Use with Caution!   ","Плотно скрученная сигарета со сладким запахом конопли. Используйте с осторожностью!"
jz_Joint,"Joint","Разъем"
jz_HammerHeadDesc,"Hammer Head that can be used to craft the tool","Наконечник строительного молотка, которую можно использовать для изготовления инструмента"
jz_HammerHead,"Claw Hammer Head","Наконечник строительного молотка"
jz_SteelShovelHeadDesc,"Steel Shovel Head that can be used to craft the tool","Наконечник стальной лопаты, который можно использовать для изготовления инструмента."
jz_SteelShovelHead,"Steel Shovel Head","Наконечник стальной лопаты"
jz_SteelFireaxeHeadDesc,"Steel Fireaxe Head that can be used to craft the tool","Наконечник стального пожарного топора, который можно использовать для изготовления инструмента."
jz_SteelFireaxeHead,"Steel Fireaxe Head","Наконечник стального пожарного топора"
jz_SteelPickaxeHeadDesc,"Steel Pickaxe Head that can be used to craft the tool","Наконечник стальной кирки, который можно использовать для изготовления инструмента."
jz_SteelPickaxeHead,"Steel Pickaxe Head","Наконечник стальной кирки"
jz_IronShovelHeadDesc,"Iron Shovel Head that can be used to craft the tool","Наконечник железной лопаты, который можно использовать для изготовления инструмента."
jz_IronShovelHead,"Iron Shovel Head","Наконечник железной лопаты"
jz_IronFireaxeHeadDesc,"Iron Fireaxe Head that can be used to craft the tool","Наконечник железного пожарного топора, который можно использовать для изготовления инструмента."
jz_IronFireaxeHead,"Iron Fireaxe Head","Наконечник железного пожарного топора"
jz_IronPickaxeHeadDesc,"Iron Pickaxe Head that can be used to craft the tool","Наконечник железной кирки, который можно использовать для изготовления инструмента."
jz_IronPickaxeHead,"Iron Pickaxe Head","Наконечник железной кирки"
jz_LargeKnifeBladeDesc,"Machete Blade that can be used to craft the tool","Лезвие мачете, которое можно использовать для изготовления инструмента"
jz_LargeKnifeBlade,"Machete Blade","Лезвие мачете"
jz_SmallKnifeBladeDesc,"Hunting Blade that can be used to craft the tool","Лезвие охотничьего ножа, которое можно использовать для изготовления инструмента."
jz_SmallKnifeBlade,"HuntingKnife Blade","Лезвие охотничьего ножа"
jz_SharpeningStoneDesc,"A manufactured stone for sharpening blades ","Промышленный камень для заточки лезвий"
jz_SharpeningStone,"Sharpening Stone","Точильный камень"
jz_NitroglycerinDesc,"A highly unstable liquid that is used to make high grade explosives.","Очень нестабильная жидкость, используемая для изготовления высококачественных взрывчатых веществ."
jz_Nitroglycerin,"Nitroglycerin","Нитроглицерин"
hoofDesc,"Freshly removed foot of a hoofed animal","Свеже снятая лапа копытного животного"
jz_Hoof,"Hoof","Копыто"
CuredSinewDesc,"A animal sinew that has been processed to make it a very strong string","Сухожилия животного, обработанные для получения очень прочной струны."
jz_CuredSinew,"Cured Sinew","Обработанные сухожилия"
bowStringDesc,"A strong cord used to string a Bow or Crossbow","Прочная веревка для натягивания лука или арбалета."
jz_BowString,"Bow String","Тетива"
boneMealDesc,"Finely ground bones","Кости мелкого помола"
jz_BoneMeal,"Bone Meal","Костная мука"
sinewDesc,"A carefully harvested tendon from a fresh dead animal.","Тщательно полученное сухожилие свежего мертвого животного."
jz_Sinew,"Sinew","Сухожилие"
jz_AnimalBladderDesc,"A unpunctured animal bladder harvested from a fresh dead animal.","Непунктированный мочевой пузырь свежего мертвого животного."
jz_AnimalBladder,"Animal Bladder","Мочевой пузырь животного"
jz_LightBulbDesc,"A un broken light buld","Не сломанный светильник"
jz_LightBulb,"Light Bulb","Лампочка"
nutAndBoltDesc,"A threaded nut and bolt that can be used to craft many things.","Гайка и болт с резьбой, которые можно использовать для изготовления многих вещей."
jz_NutAndBolt,"Nut & Bolt","Болт с гайкой"
zincPowderDesc,"Just zinc Powder","Всего лишь цинковый порошок"
jz_ZincPowder,"Zinc Powder","Цинковый порошок"
fiberRopeDesc,"A cord made of natural fibers","Шнур из натуральных волокон"
jz_FiberRope,"Fiber Cordage","Шнур из волокон"
leatherNeedleDesc,"A leather needle strong enough to pierce the toughest hide","Игла для кожи, достаточно прочная, чтобы пробить самую прочную шкуру"
jz_LeatherNeedle,"Leather Needle","Игла для кожи"
sewingNeedleDesc,"A old sewing needle still in usable condition","Старая швейная игла все еще в рабочем состоянии"
jz_SewingNeedle,"Sewing Needle","Швейная игла"
airCompressorDesc,"A Old Air Compressor. Should be useful for something if not it can be scraped for Mechanical Parts","Старый воздушный компрессор. Должен быть полезен для чего-то, но может быть разобран на механические части"
jz_AirCompressor,"Air Compressor","Воздушный компрессор"
jz_BricksDesc,"Solid bricks for crafting structures","Полнотелый кирпич для крафта конструкций"
jz_Bricks,"Bricks","Кирпич"
blankSkillBookDesc,"A blank Skill Book needed to research a unknown crafting recipe.","Пустая книга навыков, необходимая для исследования неизвестного рецепта изготовления."
jz_BlankSkillBook,"Blank Skill Book","Пустая книга навыков"
incendiaryPowderDesc,"A needed ingredient for crafting incendiary ammunition","Необходимый ингредиент для создания зажигательных боеприпасов."
jz_IncendiaryPowder,"Incendiary Powder","Зажигательный порошок"
mixedChemicalsDesc,"Just mixed chemicals","Всего лишь смешанные химикаты"
jz_MixedChemicals,"Mixed Chemicals","Смешанные химикаты"
meltedRubberDesc,"Rubber thats been melted down to be more pliable for crafting.","Резина, которая была расплавлена, чтобы сделать ее более податливой."
jz_MeltedRubber,"Melted Rubber","Расплавленная резина"
gunOilDesc,"Specialty Oil needed to clean and maintain firearms ","Специальное масло, необходимое для чистки и обслуживания огнестрельного оружия."
jz_GunOil,"Gun Oil","Оружейное масло"
weaponRepairKitDesc,"Everything needed to clean and repair a firearm.","Все необходимое для чистки и ремонта огнестрельного оружия."
jz_WeaponRepairKit,"Weapon Repair Kit","Комплект для ремонта оружия"
inkPenDesc,"A working ink pen needed to research a unknown crafting recipe.","Рабочая чернильная ручка, необходимая для исследования неизвестного рецепта крафта."
jz_InkPen,"Ink Pen","Чернильная ручка"
jz_DriedTobaccoDesc,"Dried tobacco is great for smoking.","Сушеный табак отлично подходит для курения."
jz_DriedTobacco,"Dried Tobacco","Сушеный табак"
ScavengedPartsDesc,"Scavenged parts and supplies that can be used to repair vehicles.","Собранные детали и материалы, которые можно использовать для ремонта транспортных средств."
resourceRepairKit,"Scavenged Parts","Собранные детали"
jz_ScavengedParts,"Repair Kit","Ремонтный комплект"
jz_RepairKitDesc,"Basic items that can be used to repair common tools and weapons.","Основные предметы, которые можно использовать для ремонта обычных инструментов и оружия."
steelPipeDesc,"A solid steel pipe used in many crafting recipes","Цельная стальная труба, используемая во многих рецептах крафта."
jz_SteelPipe,"Steel Pipe","Стальная труба"
jz_SkillPaperDesc,"Collect Skill Paper by scraping unneeded schematics. Combine them with a Ink Pen and Book to craft Blank Skill Books that are needed to research unknown schematics on the Research Desk.","Собирайте бумагу с навыками, разбирая ненужные рецепты. Объедините их с чернильной ручкой и книгой, чтобы создать пустые книги навыков, которые необходимы для исследования неизвестных схем на столе исследований."
jz_SkillPaper,"Skill Paper","Бумага для навыков"
bioMassDesc,"Decomposing organic rubbish that can be used in farming.","Разложение органического мусора, который можно использовать в сельском хозяйстве."
jz_BioMass,"Compost","Компост"
scrapRubberDesc,"Scraps of rubber material","Обрывки резинового материала"
jz_ScrapRubber,"Scrap Rubber","Резиновый лом"
curedLeatherDesc,"Animal Hide that has been processed in to usable leather material. Must be dried before using.","Шкура животного, переработанная в пригодный для использования кожаный материал. Перед использованием необходимо высушить."
jz_CuredLeather,"Cured Leather","Обработанная кожа"
jz_BrainMatterDesc,"Chunky hunks of fresh brain matter. Ewwwwww!","Кусочки свежей мозговой массы. Фуууууу!"
jz_BrainMatter,"Brain Matter","Мозговое вещество"
jz_AnimalHideDesc,"Animal Hide freshly skinned from a dead animal. Must be processed before it decays.","Шкура животного, только что снятая с мертвого животного. Необходимо обработать до разложения."
jz_AnimalHide,"Animal Hide","Шкура животного"
stickDesc,"Scrap of wood. Can be used to collect grass","Лом древесины. Можно использовать для сбора травы"
jz_Stick,"Stick","Палочка"
jz_GunToolsDesc,"Tools needed craft and improve firearms.","Инструменты необходимы для крафта и улучшения огнестрельного оружия."
jz_GunTools,"Gun Tools","Инструменты для оружия"
jz_PartsChainsawHousingDesc,"The housing case for a Chainsaw. This part is needed to craft a Chainsaw.","Корпус-футляр для бензопилы. Эта деталь нужна для изготовления бензопилы."
jz_PartsChainsawHousing,"Chainsaw Housing","Корпус бензопилы"
jz_PartsChainsawBladeDesc,"The chain blade for a Chainsaw. This part is needed to craft a Chainsaw.","Цепное полотно для бензопилы. Эта деталь нужна для изготовления бензопилы."
jz_PartsChainsawBlade,"Chainsaw Blade","Цепь бензопилы"
jz_PartsAugerHousingDesc,"The housing case for a Auger. This part is needed to craft a Auger.","Корпус для бура. Эта деталь нужна для изготовления бура."
jz_PartsAugerHousing,"Auger Housing","Корпус бура"
jz_PartsAugerBitDesc,"The drill bit for a Auger. This part is needed to craft a Auger.","Сверло для бура. Эта деталь нужна для изготовления бура."
jz_PartsAugerBit,"Auger Bit","Сверло бура"
jz_BulletPressDesc,"A machine that allows the manual assembling of ammunition.","Станок, позволяющий вручную собирать боеприпасы."
jz_BulletPress,"Bullet Press","Станок для боеприпасов"
jz_LabEquipmentDesc,"All the Equipment needed for complex chemical manufacturing.","Все необходимое оборудование для сложного химического производства."
jz_LabEquipment,"Lab Equipment","Лабораторное оборудование"
jz_StillDesc,"A Copper Pot Still used to refine liquors.","Медный горшок для очистки спиртных напитков."
jz_Still,"Copper Still","Медный перегонный стол"
jz_SmallLoomDesc,"A small loom capable of creating cloth fabric from raw cotton.","Небольшой ткацкий станок, способный создавать ткань из хлопка-сырца."
jz_SmallLoom,"Small Loom","Малый ткацкий станок"
jz_BikeWheelsDesc,"A bike tire that is still in reasonable shape, it should still be usable.","Велосипедная шина, которая все еще находится в приемлемой форме, должна быть годной к использованию."
jz_BikeWheels,"Bike Tire","Велосипедная шина"
jz_MinibikeSeatDesc,"A padded seat for the Minibike.","Мягкое сиденье для минибайка."
jz_MinibikeSeat,"Minibike Seat","Сиденье для минибайка"
jz_ClosedCanFoodDesc,"A sealed food can. If only you had a Can Opener","Запечатанная банка для еды. Если бы только у вас был консервный нож"
jz_CanLamb,"Can of Lamb","Банка баранины"
jz_CanCatfood,"Can of Cat Food","Банка кошачьей еды"
jz_CanDogfood,"Can of Dog Food","Банка собачьей еды"
jz_CanChili,"Can of Chili","Банка Чили"
jz_CanTuna,"Can of Tuna","Банка тунца"
jz_CanSham,"Can of Sham","Банка Sham"
jz_CanPasta,"Can of Pasta","Банка пасты"
jz_CanSalmon,"Can of Salmon","Банка лосося"
jz_CanMiso,"Can of Miso","Банка мисо"
jz_CanPeas,"Can of Peas","Банка гороха"
jz_CanPears,"Can of Pears","Банка груш"
jz_CanSoup,"Can of Soup","Банка супа"
jz_CanStock,"Can of Stock","Банка с продуктами"
jz_CanOpenerDesc,"A working Can Opener. If only you had some can food.","Рабочий консервный нож. Если бы только у вас было немного консервированной еды."
jz_CanOpener,"Can Opener","Открывашка"
jz_MoldDDesc,"A clay mold used to craft the given item.","Глиняная форма, используемая для изготовления данного предмета."
jz_MoldDart,"Dart Mold","Форма для дротика"
jz_MoldLargeEngineBlock,"Large Engine Block Mold","Форма для большого блока двигателя"
jz_MoldSmallEngineBlock,"Small Engine Block Mold","Малая форма для блока цилиндров"
jz_MoldAxeHead,"Axe Head Mold","Форма для наконечника топора"
jz_MoldBrassKnuckles,"Brass Knuckle Mold","Латунная форма для костяшек"
jz_MoldShovelHead,"Shovel Head Mold","Форма наконечника лопаты"
jz_MoldSledgeHead,"Iron Sledge Head Mold","Форма для наконечника железной кувалды"
jz_MoldScrewdriverHead,"Screwdriver Head Mold","Форма для отвертки"
jz_MoldWrench,"Wrench Mold","Форма для гаечного ключа"
jz_FoodBread,"Bread","Хлеб"
jz_MoldHammerHead,"Claw Hammer Head Mold","Форма для наконечника молотка"
jz_MoldLargeKnifeBlade,"Machete Blade Mold","Форма для лезвия мачете"
jz_MoldSmallKnifeBlade,"Hunting Knife Blade Mold","Форма для лезвия охотничьего ножа"
jz_MoldSteelPickAxeHead,"Mold Steel Pickaxe Head","Наконечник кирки из стали"
jz_MoldIronPickAxeHead,"Mold Iron Pickaxe Head","Наконечник кирки из литого железа"
jz_MoldCrowbar,"Crowbar Mold","Форма для лома"
fanBeltDesc,"A old fan belt from a some kind of engine.","Старый ремень вентилятора от какого-то двигателя."
jz_FanBelt,"Fan Belt","Ремень вентилятора"
alternatorDesc,"A Alternator that hasn't sized up yet. Might still be usable.","Генератор, который еще не оценил. Возможно, еще можно будет использовать."
jz_Alternator,"Alternator","Генератор"
jz_PartLargeExhaustDesc,"Long pipes used for exhaust on vehicles.","Длинные выхлопные трубы автомобилей."
jz_PartLargeExhaust,"Lg Exhaust","Длинный выхлоп"
jz_PartSmallExhaustDesc,"Short pipes used for exhaust on Bikes.","Короткие трубы, используемые для выхлопа на велосипедах."
jz_PartSmallExhaust,"Sm Exhaust","Короткий выхлоп"
jz_PartLargeEngineBlockDesc,"The engine block from a vehicles engine.","Блок цилиндров от двигателя автомобиля."
jz_PartLargeEngineBlock,"Lg Engine Block","Блок двигателя длинный"
jz_PartSmallEngineBlockDesc,"The engine block from a bikes engine.","Блок двигателя от мотора мотоцикла."
jz_PartSmallEngineBlock,"Sm Engine Block","Блок двигателя короткий"
scubaTankEmptyDesc,"An empty Scuba Tank. If it could be filled it could be used for underwater breathing.","Пустой акваланг. Если бы его можно было наполнить, его можно было бы использовать для подводного дыхания."
jz_ScubaTankEmpty,"Scuba Tank Empty","Акваланг пустой"
scubaTankFullDesc,"A full Scuba Tank. Can be used for underwater breathing.","Полный акваланг. Может использоваться для подводного дыхания."
jz_ScubaTankFull,"Scuba Tank Full","Акваланг полный"
jz_MeatPiesDesc,"A meat pie with flaky crust","Мясной пирог со слоистой корочкой"
jz_FoodMeatPieLarge,"Large Meat Pie","Большой мясной пирог"
jz_FoodMeatPieMedium,"Medium Meat Pie","Средний мясной пирог"
jz_FoodMeatPieSmall,"Small Meat Pie","Маленький мясной пирог"
jz_SandwichDesc,"A freshly made sandwich.","Свежеприготовленный бутерброд."
jz_FoodTunaSandwich,"Tuna Sandwich","Сэндвич с тунцом"
jz_FoodSalmonSandwich,"Salmon Sandwich","Сэндвич с лососем"
ratOnAStickDesc,"A nicely charred protein meal. Just keep telling your self that and eat it.","Красиво обожженная белковая еда. Просто продолжайте говорить себе это и ешьте."
jz_FoodRatOnAStick,"Rat on a Stick","Крыса на палке"
fruitCakeDesc,"Only 2 things survived the apocalypse, Roaches and Fruit Cake.","Только 2 вещи пережили апокалипсис: Тараканы и Фруктовый торт."
jz_FoodFruitCake,"Fruit Cake","Фруктовый торт"
MREDesc,"Old military rations. Only slightly radiated.","Старый военный паек. Лишь слегка радиоактивный."
jz_FoodMRELarge,"Large MRE","Большой военный паек"
jz_FoodMREMedium,"Medium MRE","Средний военный паек"
jz_FoodMRESmall,"Small MRE","Малый военный паек"
jz_FoodOatMealDesc,"Dry pack of instant Oatmeal. Looks still edible.","Сухая упаковка овсянки быстрого приготовления. Выглядит все еще съедобным."
jz_FoodOatMeal,"Instant Oatmeal","Овсянка быстрого приготовления"
jz_FoodPeanutButterDesc,"Creamy roasted peanut butter.","Сливочно-жареное арахисовое масло."
jz_FoodPeanutButter,"Peanut Butter","Арахисовое масло"
deadRatDesc,"A plump dead rat.","Пухлая дохлая крыса."
jz_FoodDeadRat,"Dead Rat","Мертвая крыса"
jz_FoodChipsDesc,"A unopened bag of Potato Chips. Yummy!","Невскрытый пакет картофельных чипсов. Вкуснятина!"
jz_FoodChips,"Potato Chips","Картофельные чипсы"
jz_FoodCerealDesc,"A box of breakfast cereal. Only a little stale.","Коробка хлопьев для завтрака. Только немного несвежий."
jz_FoodCereal,"Cereal","Хлопья для завтрака"
canUnlabeledDesc,"A old dented can thats label been torn off. You cant be certain whats in it but theres only one way to find out.","От старой помятой банки сорвана этикетка. Вы не можете быть уверены в этом, но есть только один способ узнать."
jz_FoodCanUnlabeled,"Unlabeled Can","Банка без маркировки"
jz_FoodStrawberryDesc,"A fresh Strawberry.","Свежая клубника."
jz_FoodStrawberry,"Strawberry","Клубника"
jz_KabobDesc,"Meat and Vegetables roasted on a stick","Мясо и овощи, запеченные на палочке"
jz_FoodKabobLarge,"Large Kabob","Большой кебаб"
jz_FoodKabobMedium,"Medium Kabob","Средний кебаб"
jz_FoodKabobSmall,"Small Kabob","Маленький кебаб"
jz_GlazedMeatDesc,"Juicy meat glazed with fresh fruit and cook to perfection.","Сочное мясо глазируют свежими фруктами и готовят до совершенства."
jz_FoodGlazedMeatLarge,"Large Glazed Meat","Большое мясо в глазури"
jz_FoodGlazedMeatMedium,"Medium Glazed Meat","Среднее мясо в глазури"
jz_FoodGlazedMeatSmall,"Small Glazed Meat","Маленькое мясо в глазури"
jz_HealthyMealDesc,"A well balanced meal with all the vitamins needed to stay strong and healthy.","Хорошо сбалансированное питание со всеми витаминами, необходимыми для сохранения силы и здоровья."
jz_FoodHealthyMealLarge,"Large Healthy Meal","Обильная здоровая еда"
jz_FoodHealthyMealMedium,"Medium Healthy Meal","Средняя здоровая еда"
jz_GoodMealDesc,"A good meal with many needed vitamins.","Хорошая еда с множеством необходимых витаминов."
jz_FoodGoodMealLargeVF,"Lg Good Meal VF","Большая Хорошая еда VF"
jz_FoodGoodMealLargeVG,"Lg Good Meal VG","Большая Хорошая еда VG"
jz_FoodGoodMealLargeFG,"Lg Good Meal FG","Большая Хорошая еда FG"
jz_FoodGoodMealMediumVF,"Med Good Meal VF","Средняя Хорошая еда VF"
jz_FoodGoodMealMediumVG,"Med Good Meal VG","Средняя Хорошая еда VG"
jz_FoodGoodMealMediumFG,"Med Good Meal FG","Средняя Хорошая еда FG"
jz_FoodBoiledSandwich,"Boiled Sandwich","Вареный бутерброд"
jz_FoodGrilledSandwich,"Grilled Sandwich","Сэндвич на гриле"
jz_FoodCharredSandwich,"Charred Sandwich","Обугленный бутерброд"
veggieSaladDesc,"A health salad made up of fresh vegetables.","Салат из свежих овощей."
jz_FoodVeggieSaladLarge,"Lg Veggie Salad","Большой овощной салат"
jz_FoodVeggieSaladMedium,"Med Veggie Salad","Средний овощной салат"
jz_FoodVeggieSaladSmall,"Small Veggie Salad","Маленький овощной салат"
fruitSaladDesc,"A health salad made up of fresh vegetables.","Салат из свежих овощей."
jz_FoodFruitSaladLarge,"Lg Fruit Salad","Большой фруктовый салат"
jz_FoodFruitSaladMedium,"Med Fruit Salad","Средний фруктовый салат"
jz_FoodFruitSaladSmall,"Small Fruit Salad","Маленький фруктовый салат"
jz_DrinkMeadDesc,"A alcoholic beverage made from fermenting honey","Алкогольный напиток из забродившего меда."
jz_DrinkMead,"Mead","Мед"
jz_medicalBandageDesc,"A simple bandage that can be used to stop [f21b10]Bleeding[-] and treat a [f21b10]Small Wound[-]\nUse the secondary action to treat another player.","Простая повязка, которую можно использовать, чтобы остановить [f21b10] кровотечение [-] и вылечить [f21b10] маленькую рану [-] \nИспользуйте дополнительное действие для лечения другого игрока."
jz_medicalFirstAidBandageDesc,"A bandages coated in [00d537]Plant Salve[-] increase abrasion healing speed and can be used to stop [f21b10]Bleeding[-], treat a [f21b10]Small Wound[-] and a [f21b10]Wound[-].\nUse the secondary action to treat another player.","Повязки, покрытые [00d537]растительной мазью  [-], увеличивают скорость заживления ссадин и могут использоваться для остановки [f21b10] кровотечения [-], лечения [f21b10] небольшой раны [-] и [f21b10] раны [-]. \nИспользуйте дополнительное действие, чтобы вылечить другого игрока."
sanitizingBandageDesc,"A bandage soaked in alcohol that can be used to stop [f21b10]Bleeding[-], treat a [f21b10]Small Wound[-], a [f21b10]Wound[-] and a [f21b10]Severe Wound[-]\n\nUse the secondary action to treat another player.","Пропитанная спиртом повязка, которую можно использовать, чтобы остановить [f21b10] кровотечение [-], обработать [f21b10] маленькую рану [-], [f21b10] рану [-] и [f21b10] тяжелую рану [-] \n \nИспользуйте дополнительное действие, чтобы вылечить другого игрока."
jz_medicalFirstAidKitDesc,"A first aid kit increase abrasion healing speed and can be used to stop [f21b10]Bleeding[-], treat a [f21b10]Small Wound[-] a [f21b10]Wound[-] and a [f21b10]Severe Wound[-].\nUse the secondary action to treat another player.","Аптечка первой помощи увеличивает скорость заживления ссадин и может использоваться, чтобы остановить [f21b10] кровотечение [-], лечить [f21b10] небольшую рану [-], [f21b10] рану [-] и [f21b10] тяжелую рану [-] . \nИспользуйте дополнительное действие, чтобы вылечить другого игрока."
jz_MedicalSanitizingBandage,"Sanitizing Bandage","Дезинфицирующая повязка"
redHotDesc,"A burning red hot pipe that can be used to cauterize a [f21b10]Bite[-] or [f21b10]Puncher Wound[-]. Its really gone hurt though","Раскаленная докрасна трубка, которую можно использовать для прижигания [f21b10] Укуса [-] или [f21b10] Колотой раны [-]. Это будет действительно больно."
jz_MedicalRedHotSteelPipe,"Red Hot Pipe","Раскаленная труба"
jz_MedicalRedHotPipe,"Red Hot Pipe","Раскаленная труба"
antiVenomDesc,"Anti venom used to treat venomous stings and bites","Противоядие, используемое для лечения ядовитых укусов и укусов"
jz_MedicalAntiVenom,"Anti Venom","Противоядие"
jz_MedicalStimulant,"Stimulant","Стимулятор"
stimulantDesc,"A crudely made Stimulant that can get you pretty Zooted! Increases Scavenging & Mobility Speed, Harvesting Amount, and temperature. Decreases Weapon Handling. The more Stimulants you take the stronger the effect gets, with a max effect of 6 active Stimulants","Грубый стимулятор, который поможет вам хорошенько похудеть! Увеличивает скорость разбора и мобильность, количество собранного урожая и температуру. Уменьшает уровень обращения с оружием. Чем больше стимуляторов вы примете, тем сильнее будет эффект, максимальный эффект - 6 активных стимуляторов."
jz_PurificationTablets,"Purification","Таблетка для дезинфекции"
purificationDesc,"A crudely made tablet used for sanitizing water to remove the chance to get Dysentery from it","Грубая таблетка, используемая для дезинфекции воды, чтобы исключить возможность заражения дизентерией."
jz_FoodServingFruit,"Fruit Serving","Порция фруктов"
jz_FoodServingGrain,"Grain Serving ","Порция зерна"
jz_FoodServingVeggie,"Veggie Serving","Порция овощей"
jz_FoodServingProtein,"Protein Serving","Порция протеина"
ServingDesc,"A raw serving of food that can be used to prepare Nutritious snacks and meals.","Сырая порция еды, которую можно использовать для приготовления питательных закусок и блюд."
jz_FoodBioMass,"Bio Mass","Биомасса"
bioMassDesc,"Rotting food and scraps that can be used in farming","Гниющие продукты и отходы, которые можно использовать в сельском хозяйстве"
jz_drugPainkillersDesc,"Commercially made painkillers good for [f21b10]Pain[-] and [f21b10]Swelling[-]","Коммерчески производимые обезболивающие, снимающие [f21b10] боль [-] и [f21b10] отек [-]"
sutureKitDesc,"A clean needle and organic thread can be used to stitch up [f21b10]Gashes[-]","Чистой иглой и органической нитью можно зашить [f21b10] раны [-]"
jz_MedicalSutureKit,"Suture Kit","Набор для наложения швов"
drugPainkillersDesc,"A common painkiller that can be used to relieve [f21b10]Pain[-]","Обычное болеутоляющее, которое можно использовать для снятия [f21b10] боли [-]"
jz_meleeClubBaseballBatDesc,"This club was used in gladiatorial games of the past that were held in huge arenas.","Эта дубинка использовалась в прошлом в гладиаторских играх, которые проводились на огромных аренах."
jz_gunBowPrimitiveDesc,"Good for hunting and killing zombies. Uses arrows for ammunition.\nHold reload to use alternate ammo.","Подходит для охоты и убийства зомби. Использует стрелы для боеприпасов. \nУдерживайте клавишу перезарядки, чтобы использовать другие боеприпасы."
jz_FoodCanBeefCooked,"Can Beef Cooked","Приготовленная банка говядины"
jz_FoodCanChickenCooked,"Can Chicken Cooked","Приготовленная банка курицы"
jz_FoodCanLambCooked,"Can Lamb Cooked","Приготовленная банка баранины"
jz_FoodCanCatfoodCooked,"Can Cat Food Cooked","Приготовленная банка корма для кошек"
jz_FoodCanDogfoodCooked,"Can Dog Food Cooked","Приготовленная банка корма для собак"
jz_FoodCanChiliCooked,"Can Chili Cooked","Приготовленная банка чили "
jz_FoodCanTunaCooked,"Can Tuna Cooked","Приготовленная банка тунца"
jz_FoodCanShamCooked,"Can Sham Cooked","Приготовленная банка sham"
